,timestamp,mm,grC,grC.1,m3/s,evapo_transp,grC1,grC2,grC3,grC4,grC5,grC6,grC7,grC8,grC9,grC10,mm1,mm2,mm3,mm4,mm5,mm6,mm7,mm8,mm9,mm10,EPOT,Q_obs,Q_sim,Residual
0,2000-01-01,3.3,-3.75,-3.75,0.27,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.27,0.006,-0.264
1,2000-01-02,3.79,-2.02,-2.02,0.27,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.27,0.025,-0.245
2,2000-01-03,6.98,-3.84,-3.84,0.27,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.27,0.047,-0.22300000000000006
3,2000-01-04,16.53,-3.8,-3.8,0.29,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.29,0.08,-0.21
4,2000-01-05,4.44,-4.78,-4.78,0.31,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.31,0.1,-0.21
5,2000-01-06,6.51,-2.75,-2.75,0.46,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.46,0.114,-0.34600000000000003
6,2000-01-07,13.87,-3.44,-3.44,0.44,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.44,0.14400000000000002,-0.29600000000000004
7,2000-01-08,10.74,-1.23,-1.23,0.7,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.7,0.276,-0.4239999999999999
8,2000-01-09,16.58,-2.6,-2.6,0.51,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.51,0.3,-0.21
9,2000-01-10,0.09,-4.47,-4.47,0.43,0.1,-3.324545454545455,-2.442045454545455,-1.904545454545455,-1.472045454545455,-1.092045454545455,-0.822045454545455,-0.637045454545455,-0.49454545454545495,-0.35454545454545494,0.07795454545454494,9.31599481469091,10.34812240729091,10.97675536029091,11.48258559689091,11.92701447529091,12.24279288889091,12.459159579690912,12.625820409090913,12.789557364290912,13.29538760089091,0.1,0.43,0.299,-0.131
